uf,num,nome_eol,n_turbines,unit_power_MW,hub_height_m,rotor_diameter_m,total_height_m,total_MW,operacao,heterogeneous_hub
PI,033622,Aura Lagoa do Barro 2,9,3.0,120.0,125.0,182.5,27.0,Sim,False
RN,031069,Campo dos Ventos V,12,2.1,93.0,114.0,150.0,25.2,Sim,False
BA,031771,Ventos da Bahia VIII,9,3.0,100.0,125.0,162.5,27.0,Sim,True
PE,032361,Serra das Vacas VII,11,2.3,80.0,116.0,138.0,25.3,Sim,False
RN,030876,Cabeço Preto V,13,2.0,80.0,110.0,135.0,26.0,Sim,False
PI,031580,Ventos de Santa Joana III,16,1.9,80.0,82.5,121.2,29.6,Sim,False
CE,030914,Junco II,8,3.0,120.0,125.0,182.5,24.0,Sim,False
RN,031765,Vila Pará III,8,3.0,120.0,125.0,182.5,24.0,Sim,False
BA,031770,Ventos da Bahia IV,4,3.0,120.0,125.0,182.5,12.0,Sim,False
RS,031696,Aura Mangueira VI,9,3.0,120.0,125.0,182.5,27.0,Sim,False
BA,031356,Assuruá VII,9,2.0,78.0,97.0,126.5,18.0,Sim,False
PI,033625,Aura Queimada Nova 3,3,3.0,120.0,125.0,182.5,9.0,Sim,False
RN,031802,Jericó,14,2.4,98.4,92.0,144.4,32.9,Sim,False
RN,031757,Vila Pará II,8,3.0,120.0,125.0,182.5,24.0,Sim,False
BA,032364,Quina,4,2.7,89.0,122.0,150.0,10.8,Sim,False
BA,032350,Laranjeiras II,12,2.5,90.0,116.0,147.3,30.0,Sim,False
PI,031361,Ventos de Santa Joana II,15,2.0,78.0,97.0,126.5,30.0,Sim,False
PI,031388,Ventos de Santa Joana XI,16,1.9,80.0,82.5,121.2,29.6,Sim,False
PI,031414,Ventos de Santa Joana XII,17,1.7,80.0,100.0,130.0,28.9,Sim,False
PI,031367,Ventos de Santa Joana VI,15,2.0,78.0,97.0,126.5,30.0,Sim,False
RS,031700,Aura Mangueira IV,7,3.0,120.0,125.0,182.5,21.0,Sim,False
RN,037070,Quixabeira,12,4.2,120.0,150.0,195.0,50.4,Não,False
PI,031393,Ventos de Santa Joana X,16,1.9,80.0,82.5,121.2,29.6,Sim,False
CE,030841,Malhadinha I,11,2.1,80.0,110.0,135.0,23.1,Sim,False
PI,033019,Ventos de Santa Angela 15,14,3.1,120.0,125.0,182.5,43.5,Sim,False
RN,028443,Alegria II,61,1.6,70.0,82.0,111.0,100.65,Sim,False
PI,031366,Ventos de Santa Joana VIII,15,2.0,78.0,97.0,126.5,30.0,Sim,False
PE,031763,Ventos de Santo Estevão III,13,2.3,80.0,116.0,138.0,29.9,Sim,False
PE,031762,Ventos de Santo Estevão II,11,2.3,80.0,116.0,138.0,25.3,Sim,False
RN,037077,São Fernando 4,24,3.5,120.0,132.0,186.0,83.16,Sim,False
BA,030476,Ventos do Nordeste,13,1.7,80.0,82.5,122.0,21.84,Sim,False
PI,031362,Ventos de Santo Onofre II,15,2.0,78.0,97.0,126.5,30.0,Sim,False
CE,030356,Icaraí II,18,2.1,100.0,95.0,147.5,37.8,Sim,False
PE,031354,Ventos de Santa Brígida III,17,1.7,80.0,100.0,130.0,28.9,Sim,False
PE,031346,Ventos de Santa Brígida V,17,1.7,80.0,100.0,130.0,28.9,Sim,False
CE,031886,Ventos de Santo Onofre III,15,2.0,78.0,97.0,126.5,30.0,Sim,False
PE,031370,Ventos de Santa Brígida IV,16,1.7,80.0,100.0,130.0,27.2,Sim,False
BA,030792,Caetité,18,1.7,80.0,82.5,122.0,30.24,Sim,False
RS,030833,Vento Aragano I,11,2.7,89.0,122.0,150.0,29.7,Sim,False
RN,032495,Terra Santa I,17,3.5,120.0,132.0,183.0,60.35,Sim,False
RN,030933,Baixa do Feijão II,15,2.0,100.0,97.0,148.5,30.0,Sim,False
BA,030544,Tanque,18,1.7,80.0,82.5,122.0,30.0,Sim,False
RS,030784,Cerro Chato IV,5,2.0,85.0,100.0,135.0,10.0,Sim,False
RN,030934,Baixa do Feijão III,15,2.0,100.0,97.0,148.5,30.0,Sim,False
PI,031416,Ventos de Santa Joana XV,17,1.7,80.0,100.0,130.0,28.9,Sim,False
BA,030495,Dos Araçás,19,1.7,80.0,82.5,122.0,31.86,Sim,False
BA,032108,Sabiu,5,2.7,90.0,122.0,151.0,13.5,Sim,False
MA,037976,Delta 5 I,10,2.7,90.0,116.0,148.0,27.0,Não,False
BA,030944,Ventos da Andorinha,15,2.0,78.0,97.0,126.5,30.0,Sim,False
PE,031764,Ventos de Santo Estevão V,12,2.3,80.0,107.0,133.5,27.6,Sim,False
PE,032365,Ventos de Santo Estevão IV,13,2.3,80.0,116.0,138.0,29.9,Sim,False
RN,030500,Campo dos Ventos II,15,2.0,98.0,82.0,139.0,30.0,Sim,False
PI,031392,Ventos de Santa Joana XVI,17,1.7,80.0,100.0,130.0,28.9,Sim,False
BA,032884,Ventos do Santo Abraão,14,2.0,80.0,110.0,135.0,28.0,Sim,False
BA,030802,Serra do Espinhaço,11,1.7,80.0,82.5,122.0,18.48,Sim,False
RN,030548,Asa Branca III,10,2.7,89.0,122.0,150.0,27.0,Sim,False
PI,031364,Ventos de Santo Onofre I,15,2.0,78.0,97.0,126.5,30.0,Sim,False
MA,037970,Delta 6 I,11,2.7,90.0,116.0,148.0,29.7,Não,False
PI,031368,Ventos de Santa Joana XIV,15,2.0,78.0,97.0,126.5,30.0,Sim,False
PI,031394,Ventos de Santa Joana XIII,16,1.9,80.0,82.5,121.2,29.6,Sim,False
BA,030943,Ventos de Campo Formoso I,15,2.0,78.0,97.0,126.5,30.0,Sim,False
BA,031355,Esperança,14,2.0,80.0,144.0,137.0,28.0,Sim,False
BA,030946,Ventos do Sertão,15,2.0,78.0,97.0,126.5,30.0,Sim,False
BA,030945,Ventos de Morrinhos,15,2.0,78.0,97.0,126.5,30.0,Sim,False
RN,030509,Eurus IV,10,2.7,89.0,122.0,150.0,27.0,Sim,False
BA,031010,Ventos de Campo Formoso II,15,2.0,78.0,97.0,126.5,30.0,Sim,False
RS,030786,Cerro Chato V,6,2.0,85.0,100.0,135.0,12.0,Sim,False
BA,030837,Borgo,12,1.7,80.0,82.5,121.2,20.16,Sim,False
RN,036974,Ventos de Vila Ceará I,9,3.5,120.0,132.0,186.0,31.18,Sim,False
RN,030932,Baixa do Feijão I,15,2.0,100.0,97.0,148.5,30.0,Sim,False
MA,037967,Delta 6 II,9,2.7,90.0,116.0,148.0,24.3,Não,False
PE,031363,Ventos de Santa Brígida II,16,1.7,80.0,100.0,130.0,27.2,Sim,False
RN,032501,Terra Santa II,9,3.5,120.0,132.0,183.0,31.95,Sim,False
RN,031373,Ventos de São Benedito,14,2.1,93.0,114.0,150.0,29.4,Sim,False
PE,031761,Ventos de Santo Estevão I,11,2.3,80.0,116.0,138.0,25.3,Sim,False
RN,030931,Baixa do Feijão IV,15,2.0,100.0,97.0,148.5,30.0,Sim,False
RN,047242,Ventos de Santa Tereza 08,7,5.6,120.0,150.0,195.0,39.2,Não,False
BA,031458,Corrupião 3,5,2.0,78.0,97.0,126.5,10.0,Sim,False
RN,030547,Asa Branca II,10,2.7,89.0,122.0,150.0,27.0,Sim,False
MA,037972,Delta 5 II,10,2.7,90.0,116.0,148.0,27.0,Não,False
BA,030506,Morrão,18,1.7,80.0,82.5,122.0,30.24,Sim,False
RN,047245,Ventos de Santa Tereza 11,7,5.6,120.0,150.0,195.0,39.2,Não,False
BA,031434,Arapapá,2,2.0,78.0,97.0,126.5,4.0,Sim,False
BA,032246,Pau D'Água,6,3.0,75.0,100.0,125.0,18.0,Sim,False
RN,047240,Ventos de Santa Tereza 06,8,5.6,120.0,150.0,195.0,44.8,Não,False
PI,044359,Oitis 2,5,5.5,126.0,158.0,205.0,27.5,Sim,False
BA,030793,Pelourinho,13,1.7,80.0,82.5,122.0,21.84,Sim,False
BA,030803,Espigão,6,1.7,83.8,82.5,125.0,10.08,Sim,False
RN,047243,Ventos de Santa Tereza 09,7,5.6,120.0,150.0,195.0,39.2,Não,False
PI,033479,Testa Branca III,10,2.4,80.0,107.0,133.5,24.0,Sim,False
RN,035165,Angicos I,6,4.2,125.0,150.0,200.0,25.2,Sim,False
BA,032098,Cedro,4,3.0,75.0,110.0,130.0,12.0,Sim,False
BA,032104,Jataí,6,2.7,90.0,122.0,151.0,16.2,Sim,False
PE,031006,Caminho da Praia,1,2.0,85.0,100.0,135.0,2.0,Sim,False
BA,034614,Campo Largo VIII,8,4.2,120.0,150.0,195.0,33.6,Sim,False
BA,034631,Campo Largo IX,6,4.2,120.0,150.0,195.0,25.2,Sim,False
BA,034630,Campo Largo X,8,4.2,120.0,150.0,195.0,33.6,Sim,False
BA,034625,Campo Largo XI,4,4.2,120.0,150.0,195.0,16.8,Sim,False
BA,034623,Campo Largo XII,13,4.2,120.0,150.0,195.0,54.6,Sim,False
BA,034622,Campo Largo XIII,10,4.2,120.0,150.0,195.0,42.0,Sim,False
BA,034634,Campo Largo XIV,5,4.2,120.0,150.0,195.0,21.0,Sim,False
BA,034638,Campo Largo XVII,7,4.2,120.0,150.0,195.0,29.4,Não,False
BA,034645,Campo Largo XIX,8,4.2,120.0,150.0,195.0,33.6,Sim,False
BA,034647,Campo Largo XX,9,4.2,120.0,150.0,195.0,37.8,Sim,False
BA,034648,Campo Largo XXII,8,4.2,120.0,150.0,195.0,33.6,Sim,False
PI,044362,Oitis 3,9,5.5,126.0,158.0,205.0,49.5,Sim,False
PI,044363,Oitis 4,9,5.5,126.0,158.0,205.0,49.5,Sim,False
PI,044364,Oitis 5,9,5.5,126.0,158.0,205.0,49.5,Sim,False
PI,044365,Oitis 6,9,5.5,126.0,158.0,205.0,49.5,Sim,False
PI,044366,Oitis 7,9,5.5,126.0,158.0,205.0,49.5,Sim,False
PI,044368,Oitis 9,9,5.5,126.0,158.0,205.0,49.5,Sim,False
PI,044358,Oitis 10,9,5.5,126.0,158.0,205.0,49.5,Não,False
BA,044361,Oitis 22,9,5.5,126.0,158.0,205.0,49.5,Sim,False
RN,033430,Filgueira II,8,3.5,120.0,132.0,186.0,28.4,Sim,False
RN,033429,Filgueira I,11,3.5,120.0,132.0,186.0,39.05,Sim,False
BA,037001,Ararinha Azul,9,2.4,98.0,92.0,144.0,21.15,Sim,False
BA,037019,Corrupião 2,8,2.4,98.0,92.0,144.0,18.8,Sim,False
BA,037093,Teiú 3,10,2.4,98.0,92.0,144.0,23.5,Sim,False
BA,032487,Inhambu 2,7,2.4,98.0,92.0,144.0,16.45,Sim,False
CE,040794,Gravier,17,4.2,125.0,147.0,198.0,71.4,Sim,False
PI,038103,Ventos de São Roque 01,9,5.5,101.0,158.0,180.0,49.5,Sim,False
PI,038104,Ventos de São Roque 02,9,5.5,101.0,158.0,180.0,49.5,Sim,False
PI,038106,Ventos de São Roque 04,9,5.5,101.0,158.0,180.0,49.5,Sim,False
PI,040626,Ventos de São Roque 08,9,5.5,101.0,158.0,180.0,49.5,Sim,False
PI,040629,Ventos de São Roque 11,9,5.5,101.0,158.0,180.0,49.5,Sim,True
PI,038110,Ventos de São Roque 16,9,5.5,101.0,158.0,180.0,49.5,Sim,True
RN,040594,Vila Espírito Santo I,8,4.2,123.0,150.0,198.0,33.6,Sim,False
RN,040596,Vila Espírito Santo III,9,4.2,123.0,150.0,198.0,37.8,Sim,False
RN,040598,Vila Espírito Santo V,9,4.2,123.0,150.0,198.0,37.8,Sim,False
RN,040597,Vila Espírito Santo IV,9,4.2,123.0,150.0,198.0,37.8,Sim,False
RN,040595,Vila Espírito Santo II,9,4.2,123.0,150.0,198.0,37.8,Sim,False
RN,036977,Vila Alagoas II,5,4.2,123.0,150.0,198.0,21.0,Sim,False
BA,032569,Tucano IV,7,6.2,115.0,170.0,200.0,43.4,Sim,False
BA,032578,Tucano VI,8,6.2,115.0,170.0,200.0,49.6,Sim,False
BA,032579,Tucano VII,9,6.2,115.0,170.0,200.0,55.8,Sim,False
RN,046742,Toda Energia do Brasil,8,3.5,120.0,132.0,186.0,27.72,Sim,False
RN,033597,Acauã I,6,4.2,125.0,147.0,198.5,25.2,Não,False
RN,033598,Acauã II,5,4.2,125.0,147.0,198.5,21.0,Não,False
BA,040608,Serra da Babilônia B,6,5.3,121.0,158.0,200.0,31.8,Sim,False
BA,040610,Serra da Babilônia D,6,5.3,121.0,158.0,200.0,31.8,Sim,False
RN,037021,Cumaru V,9,4.2,125.0,150.0,200.0,37.8,Sim,False
RN,037020,Cumaru IV,10,4.2,125.0,150.0,200.0,42.0,Sim,False
RN,032209,Cumaru III,10,4.2,125.0,150.0,200.0,42.0,Sim,False
RN,032208,Cumaru II,10,4.2,125.0,150.0,200.0,42.0,Sim,False
RN,032207,Cumaru I,10,4.2,125.0,150.0,200.0,42.0,Sim,False
RN,032375,Serra do Mato I,5,4.2,125.0,150.0,200.0,21.0,Sim,False
RN,032377,Serra do Mato III,5,4.2,125.0,150.0,200.0,21.0,Sim,False
RN,032378,Serra do Mato IV,5,4.2,125.0,150.0,200.0,21.0,Sim,False
RN,032379,Serra do Mato VI,4,4.2,125.0,150.0,200.0,16.8,Sim,False
RN,032376,Serra do Mato II,5,4.2,125.0,150.0,200.0,21.0,Sim,False
RN,032453,Serra do Mato V,5,4.2,125.0,150.0,200.0,21.0,Sim,False
BA,038031,Baraúnas XV,14,3.5,84.0,132.0,150.0,48.51,Sim,False
BA,036993,Baraúnas XX,9,3.5,84.0,132.0,150.0,31.18,Sim,False
BA,038032,Baraúnas IV,12,3.5,84.0,132.0,150.0,41.58,Sim,False
BA,049379,Serra do Assuruá IX,16,4.5,90.0,150.0,165.0,82.5,Não,True
BA,049380,Serra do Assuruá X,16,4.5,90.0,150.0,165.0,82.5,Não,True
BA,049381,Serra do Assuruá XI,16,4.5,90.0,150.0,165.0,82.5,Não,True
BA,049382,Serra do Assuruá XII,11,4.5,90.0,150.0,165.0,57.0,Não,True
BA,049383,Serra do Assuruá XIII,14,4.5,90.0,150.0,165.0,72.0,Não,True
BA,049387,Serra do Assuruá XIV,11,4.5,90.0,150.0,165.0,57.0,Não,True
BA,049388,Serra do Assuruá XV,14,4.5,90.0,150.0,165.0,72.0,Não,True
BA,049389,Serra do Assuruá XVI,7,6.0,115.0,170.0,200.0,42.0,Não,False
BA,049390,Serra do Assuruá XVII,16,4.5,90.0,150.0,165.0,82.5,Não,True
BA,049391,Serra do Assuruá XVIII,16,4.5,90.0,150.0,165.0,82.5,Não,True
BA,049392,Serra do Assuruá XIX,16,4.5,90.0,150.0,165.0,82.5,Não,True
BA,049393,Serra do Assuruá XX,16,4.5,90.0,150.0,165.0,82.5,Não,True
BA,049394,Serra do Assuruá XXI,16,4.5,90.0,150.0,165.0,82.5,Não,True
BA,049395,Serra do Assuruá XXII,5,6.0,115.0,170.0,200.0,30.0,Não,False
BA,049396,Serra do Assuruá XXIII,14,4.5,90.0,150.0,165.0,72.0,Não,True
BA,049397,Serra do Assuruá XXIV,11,4.5,90.0,150.0,165.0,57.0,Não,True
RN,033831,Santo Agostinho 1,3,6.2,115.0,170.0,200.0,18.6,Não,False
RN,033833,Santo Agostinho 2,5,6.2,115.0,170.0,200.0,31.0,Não,False
RN,033834,Santo Agostinho 3,2,6.2,115.0,170.0,200.0,12.4,Não,False
RN,033836,Santo Agostinho 5,9,6.2,115.0,170.0,200.0,55.8,Não,False
RN,035214,Santo Agostinho 25,4,6.2,115.0,170.0,200.0,24.8,Não,False
RN,033872,Santo Agostinho 18,5,6.2,115.0,170.0,200.0,31.0,Não,False
RN,033857,Santo Agostinho 17,7,6.2,115.0,170.0,200.0,43.4,Sim,False
RN,033838,Santo Agostinho 6,4,6.2,115.0,170.0,200.0,24.8,Não,False
RN,033875,Santo Agostinho 21,5,6.2,115.0,170.0,200.0,31.0,Não,False
RN,033853,Santo Agostinho 13,6,6.2,115.0,170.0,200.0,37.2,Sim,False
RN,037959,Costa das Dunas,8,3.5,120.0,132.0,120.0,28.4,Sim,False
RN,037999,Farol de Touros,7,3.5,120.0,132.0,120.0,24.85,Sim,False
RN,038006,Gameleira,5,3.5,120.0,132.0,120.0,17.75,Sim,False
RN,037073,São Fernando 1,22,3.5,120.0,132.0,186.0,76.23,Sim,False
RN,038310,Ventos de Santa Martina 01,15,4.2,90.0,150.0,165.0,63.0,Sim,False
RN,038318,Ventos de Santa Martina 09,15,4.2,90.0,150.0,165.0,63.0,Sim,False
RN,038319,Ventos de Santa Martina 10,15,4.2,90.0,150.0,165.0,63.0,Sim,False
RN,038320,Ventos de Santa Martina 11,15,4.2,90.0,150.0,165.0,63.0,Sim,False
RN,038321,Ventos de Santa Martina 12,15,4.2,90.0,150.0,165.0,63.0,Sim,False
RN,038322,Ventos de Santa Martina 13,16,4.2,90.0,150.0,165.0,67.2,Sim,False
RN,038323,Ventos de Santa Martina 14,15,4.2,90.0,150.0,165.0,63.0,Sim,False
RN,033753,Ventos de Vila Acre II,9,3.5,132.0,132.0,186.0,31.18,Sim,False
RN,038325,Vila Maranhão I,9,3.5,120.0,132.0,186.0,31.95,Sim,False
RN,038326,Vila Maranhão II,9,3.5,120.0,132.0,186.0,31.95,Sim,False
BA,040625,Ventos de São Januário 23,14,4.2,90.0,150.0,165.0,58.8,Sim,False
RN,040600,Potiguar B 31,13,3.5,120.0,132.0,186.0,45.05,Sim,False
RN,040601,Potiguar B 32,14,3.5,120.0,132.0,186.0,48.51,Sim,False
RN,040602,Potiguar B 33,17,3.5,120.0,132.0,186.0,58.91,Não,False
PI,044555,Oitis 1,9,5.5,126.0,158.0,205.0,49.5,Sim,False
PI,044367,Oitis 8,9,5.5,126.0,158.0,205.0,49.5,Sim,False
RS,031302,Xangri-lá,10,3.2,94.0,112.0,150.0,31.7,Sim,True
RN,036984,Ventos de Vila Mato Grosso I,17,3.5,120.0,132.0,186.0,58.91,Sim,False
RN,033002,Aventura II,5,4.2,110.0,150.0,185.0,21.0,Sim,True
RN,033026,Aventura III,6,4.2,110.0,150.0,185.0,25.2,Sim,False
RN,037949,Aventura IV,7,4.2,125.0,150.0,195.0,29.4,Sim,True
RN,037950,Aventura V,7,4.2,125.0,150.0,200.0,29.4,Sim,False
PB,038030,Lagoa 4,6,3.5,84.0,132.0,150.0,20.79,Sim,False
RN,035212,Santa Rosa e Mundo Novo III,8,4.2,90.0,150.0,165.0,33.6,Sim,False
BA,046758,Canudos II,14,3.5,90.0,132.0,156.0,49.0,Não,False
RN,035271,Jandaíra IV,8,3.5,120.0,132.0,186.0,27.72,1,False
RN,037075,São Fernando 2,21,3.5,120.0,132.0,186.0,72.77,Não,False
RN,037663,Santa Rosa e Mundo Novo IV,8,4.2,90.0,150.0,165.0,33.6,Sim,False
RN,045010,Ventos de Santa Leia 12,15,4.3,90.0,150.0,165.0,64.9,Sim,False
RN,045011,Ventos de Santa Leia 13,15,4.5,90.0,150.0,165.0,66.1,Sim,False
RN,035211,Santa Rosa e Mundo Novo II,7,4.2,90.0,150.0,165.0,29.4,Sim,False
BA,034655,Ventos de São Vitor 03,5,6.2,119.0,170.0,204.0,31.0,Não,False
BA,034656,Ventos de São Vitor 04,5,6.2,119.0,170.0,204.0,31.0,Não,False
BA,034848,Ventos de São Vitor 08,5,6.2,119.0,170.0,204.0,31.0,Não,False
BA,034849,Ventos de São Vitor 09,5,6.2,119.0,170.0,204.0,31.0,Não,False
BA,034658,Ventos de São Vitor 11,10,6.2,119.0,170.0,204.0,62.0,Não,False
BA,034850,Ventos de São Vitor 13,10,6.2,119.0,170.0,204.0,62.0,Não,False
BA,034660,Ventos de São Vitor 14,6,6.2,119.0,170.0,204.0,37.2,Não,False
BA,034829,Ventos de São Vitor 05,5,6.2,119.0,170.0,204.0,31.0,Não,False
BA,034830,Ventos de São Vitor 06,5,6.2,119.0,170.0,204.0,31.0,Não,False
BA,034657,Ventos de São Vitor 10,7,6.2,119.0,170.0,204.0,43.4,Não,False
RN,032870,Jandaíra I,3,3.5,120.0,132.0,186.0,10.39,Sim,False
RN,035008,Jandaíra II,7,3.5,120.0,132.0,186.0,24.25,Sim,False
RN,035270,Jandaíra III,8,3.5,120.0,132.0,186.0,27.72,Sim,False
BA,034513,Ventos de Santa Esperança 25,6,4.2,105.0,150.0,180.0,25.2,Sim,False
BA,034661,Ventos de Santa Esperança 08,6,4.2,105.0,150.0,180.0,25.2,Sim,False
BA,038078,Ventos de Santa Eugênia 02,2,5.7,120.0,163.0,202.0,11.4,Sim,False
BA,038083,Ventos de Santa Eugênia 07,3,5.7,120.0,163.0,202.0,17.1,Sim,False
BA,038084,Ventos de Santa Eugênia 08,5,5.7,120.0,163.0,202.0,28.5,Não,False
BA,038085,Ventos de Santa Eugênia 09,7,5.7,120.0,163.0,202.0,39.9,Não,False
BA,038089,Ventos de Santa Eugênia 13,8,5.7,120.0,163.0,202.0,45.6,Não,False
BA,044878,Serra da Mangabeira,14,5.7,120.0,163.0,202.0,79.8,Não,False
RN,035210,Santa Rosa e Mundo Novo I,8,4.2,90.0,150.0,165.0,33.6,Sim,False
RN,037664,Santa Rosa e Mundo Novo V,6,4.2,90.0,150.0,165.0,25.2,Sim,False
BA,034508,Ventos de Santa Esperança 16,10,4.2,105.0,150.0,180.0,42.0,Sim,False
BA,034511,Ventos de Santa Esperança 21,11,4.2,105.0,150.0,180.0,46.2,Sim,False
BA,034512,Ventos de Santa Esperança 22,11,4.2,105.0,150.0,180.0,46.2,Sim,False
BA,034514,Ventos de Santa Esperança 26,11,4.2,105.0,150.0,180.0,46.2,Sim,False
PB,035226,Serra do Seridó III,8,5.5,125.0,158.0,204.0,44.0,Sim,False
RS,033807,Coxilha Negra 4,23,4.2,125.0,147.0,198.5,96.6,Não,False
BA,054126,Corus,5,6.0,115.0,170.0,200.0,30.0,Não,False
BA,054153,Maestro,5,6.0,115.0,170.0,200.0,30.0,Não,False
BA,054152,Oeste,2,6.0,115.0,170.0,200.0,12.0,Não,False
BA,054132,Santa Ana,2,6.0,115.0,170.0,200.0,12.0,Não,False
BA,054138,Ventos da Montanha,4,6.0,115.0,170.0,200.0,24.0,Não,False
BA,047211,Canudos IX,8,6.0,105.0,170.0,190.0,48.0,Não,False
BA,047212,Canudos V,8,6.0,105.0,170.0,190.0,48.0,Não,False
BA,047213,Canudos VI,8,6.0,105.0,170.0,190.0,48.0,Não,False
BA,047214,Canudos VIII,8,6.0,105.0,170.0,190.0,48.0,Não,False
BA,047216,Canudos XI,8,6.0,105.0,170.0,190.0,48.0,Não,False
BA,047217,Canudos XII,8,6.0,105.0,170.0,190.0,48.0,Não,False
BA,054125,Cirrus,7,6.0,115.0,170.0,200.0,42.0,Não,False
BA,054128,Cumulus,6,6.0,115.0,170.0,200.0,36.0,Não,False
BA,054129,Eurus,4,6.0,115.0,170.0,200.0,24.0,Não,False
BA,054130,Florence,2,6.0,115.0,170.0,200.0,12.0,Não,False
BA,054156,Nimbos,7,6.0,115.0,170.0,200.0,42.0,Não,False
BA,054133,Santa Clara,6,6.0,115.0,170.0,200.0,36.0,Não,False
BA,054135,Stratus,5,6.0,115.0,170.0,200.0,30.0,Não,False
BA,054139,Zefiro,5,6.0,115.0,170.0,200.0,30.0,Não,False
CE,032931,Santa Clara I,7,4.5,125.0,150.0,200.0,31.5,Não,False
CE,032932,Santa Clara III,7,4.5,125.0,150.0,200.0,31.5,Não,False
CE,032933,Santa Clara IV,7,4.5,125.0,150.0,200.0,31.5,Não,False
CE,032934,Santa Clara V,7,4.5,125.0,150.0,200.0,31.5,Não,False
CE,032935,Santa Clara VI,7,4.5,125.0,150.0,200.0,31.5,Não,False
CE,032937,Santa Clara VIII,7,4.5,125.0,150.0,200.0,31.5,Não,False
RN,032201,AW Cruzeiro,9,4.2,125.0,147.0,198.0,37.8,Não,False
RN,032196,AW Nova Arizona,5,4.2,125.0,147.0,198.0,21.0,Não,False
CE,032936,Santa Clara VII,6,4.5,125.0,150.0,200.0,27.0,Não,False
BA,055441,Serra do Gentio do Ouro II,9,6.2,115.0,170.0,200.0,55.8,Não,False
BA,055442,Serra do Gentio do Ouro III,6,6.2,115.0,170.0,200.0,37.2,Não,False
BA,055448,Serra do Gentio do Ouro IX,10,6.2,115.0,170.0,200.0,62.0,Não,False
BA,055450,Serra do Gentio do Ouro XI,7,6.2,115.0,170.0,200.0,43.4,Não,False
BA,055452,Serra do Gentio do Ouro XIII,10,6.2,115.0,170.0,200.0,62.0,Não,False
BA,055454,Serra do Gentio do Ouro XVI,3,6.2,115.0,170.0,200.0,18.6,Não,False
BA,055455,Serra do Gentio do Ouro XXI,6,6.2,115.0,170.0,200.0,37.2,Não,False
BA,055456,Serra do Gentio do Ouro XXII,7,6.2,115.0,170.0,200.0,43.4,Não,False
BA,055457,Serra do Gentio do Ouro XXIII,8,6.2,115.0,170.0,200.0,24.9,Não,False
BA,055451,Serra do Gentio do Ouro XII,9,6.2,115.0,170.0,200.0,55.8,Não,False
BA,055447,Serra do Gentio do Ouro VIII,6,6.2,115.0,170.0,200.0,37.2,Não,False
BA,055449,Serra do Gentio do Ouro X,12,6.2,115.0,170.0,200.0,74.4,Não,False
RN,040638,Vila Alagoas V,10,4.2,123.0,150.0,198.0,42.0,Não,False
RN,036983,Vila Alagoas I,5,4.2,123.0,150.0,198.0,21.0,Não,False
RN,052114,Vila Alagoas VI,6,4.2,123.0,150.0,198.0,25.2,Não,False
PB,035194,Fragata I,7,4.5,120.0,150.0,195.0,31.5,Não,False
PB,035195,Fragata II,8,4.5,120.0,150.0,195.0,36.0,Não,False
PB,035196,Fragata III,10,4.5,120.0,150.0,195.0,45.0,Não,False
PB,036969,Fragata IV,8,4.5,120.0,150.0,195.0,36.0,Não,False
PB,038003,Fragata V,9,4.5,120.0,150.0,195.0,40.5,Não,False
PB,038005,Fragata VII,5,4.5,120.0,150.0,195.0,22.5,Não,False
PB,038004,Fragata VI,9,4.5,120.0,150.0,195.0,40.5,Não,False
RN,050082,Casqueira I,7,6.0,115.0,170.0,200.0,42.0,Não,False
RN,050083,Casqueira II,16,6.0,115.0,170.0,200.0,95.2,Não,True
PI,032863,Aura Queimada Nova 01,7,4.6,110.0,155.0,188.0,32.2,Sim,False
PI,040567,Aura Queimada Nova 02,11,4.6,110.0,155.0,188.0,50.6,Sim,False
BA,037004,Caetité D,12,4.2,125.0,147.0,198.0,50.4,Não,False
BA,050463,Assuruá 4 I,8,4.5,120.0,150.0,195.0,36.0,Sim,False
BA,050465,Assuruá 4 III,8,4.5,120.0,150.0,195.0,36.0,Sim,False
BA,050468,Assuruá 4 VI,8,4.5,120.0,150.0,195.0,36.0,Sim,False
BA,050467,Assuruá 4 V,8,4.5,120.0,150.0,195.0,36.0,Não,False
PB,032433,Picuí 1,6,4.5,125.0,150.0,200.0,27.0,Não,False
BA,037005,Caetité E,9,4.2,125.0,147.0,198.0,37.8,Não,False
BA,037006,Caetité F,6,4.2,125.0,147.0,198.0,25.2,Não,False
RN,051067,Anemus Wind 3,13,4.2,125.0,147.0,198.0,54.6,Não,False
BA,049371,Serra do Assuruá I,8,6.0,115.0,170.0,200.0,48.0,Não,False
BA,049373,Serra do Assuruá III,7,6.0,115.0,170.0,200.0,42.0,Não,False
BA,049375,Serra do Assuruá V,6,6.0,115.0,170.0,200.0,36.0,Não,False
BA,049376,Serra do Assuruá VI,14,4.5,90.0,150.0,165.0,72.0,Não,True
BA,049378,Serra do Assuruá VIII,9,4.5,90.0,150.0,165.0,46.5,Não,True
BA,049374,Serra do Assuruá IV,16,4.5,90.0,150.0,165.0,81.0,Não,True
BA,049377,Serra do Assuruá VII,11,4.5,90.0,150.0,165.0,57.0,Não,True
BA,049372,Serra do Assuruá II,4,6.0,115.0,170.0,200.0,24.0,Não,False
RN,050098,São Domingos III,6,6.2,135.0,170.0,220.0,36.3,Não,True
